episode_index,n_frames,grasp_frame_index,grasp_frame_local,grasp_pick_reason,grasp_max_arm_vel_deg_s,grasp_gripper_deg,grasp_static_run_len,grasp_motor_deg,tip_xyz_user_m,cube_xyz_user_m,cube_xyz_urdf_m,cube_pose_urdf_world,cube_z_mode,table_z_expected_user_m,cube_z_err_vs_table_mm,in_workspace,grasp_shoulder_pan_deg,grasp_shoulder_lift_deg,grasp_elbow_flex_deg,grasp_wrist_flex_deg,grasp_wrist_roll_deg,tip_x_user_m,tip_y_user_m,tip_z_user_m,cube_x_user_m,cube_y_user_m,cube_z_user_m
15,298,37,37,static_hold_most_closed,0.0,1.6488046646118164,29,"[0.791208803653717, -103.16483306884766, 96.83516693115234, 76.70330047607422, -8.835165023803711, 1.6488046646118164]","[0.001342384597615458, 0.15128898193807355, 0.010347337360143288]","[0.001342384597615458, 0.15128898193807355, 0.0225]","[0.15128898193807355, -0.001342384597615458, 0.0225]","[0.15128898193807355, -0.001342384597615458, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,0.791208803653717,-103.16483306884766,96.83516693115234,76.70330047607422,-8.835165023803711,0.001342384597615458,0.15128898193807355,0.010347337360143288,0.001342384597615458,0.15128898193807355,0.0225
16,322,36,36,static_hold_most_closed,7.9122161865234375,1.2366034984588623,31,"[1.0549451112747192, -101.75823974609375, 96.48351287841797, 77.4065933227539, 2.857142925262451, 1.2366034984588623]","[0.003362898614738926, 0.14741089195441986, 0.008728905087131478]","[0.003362898614738926, 0.14741089195441986, 0.0225]","[0.14741089195441986, -0.003362898614738926, 0.0225]","[0.14741089195441986, -0.003362898614738926, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,1.0549451112747192,-101.75823974609375,96.48351287841797,77.4065933227539,2.857142925262451,0.003362898614738926,0.14741089195441986,0.008728905087131478,0.003362898614738926,0.14741089195441986,0.0225
17,446,389,389,static_hold_most_closed,5.274810791015625,1.2366034984588623,20,"[-2.9010989665985107, -99.64835357666016, 96.83516693115234, 74.4175796508789, 15.604395866394043, 1.2366034984588623]","[-0.0025341406781708006, 0.15060380482278107, 0.0080444170238015]","[-0.0025341406781708006, 0.15060380482278107, 0.0225]","[0.15060380482278107, 0.0025341406781708006, 0.0225]","[0.15060380482278107, 0.0025341406781708006, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-2.9010989665985107,-99.64835357666016,96.83516693115234,74.4175796508789,15.604395866394043,-0.0025341406781708006,0.15060380482278107,0.0080444170238015,-0.0025341406781708006,0.15060380482278107,0.0225
18,346,167,167,static_hold_most_closed,7.912073135375977,1.1541632413864136,25,"[8.879120826721191, -9.89011001586914, 11.20879077911377, 78.28571319580078, 6.8131866455078125, 1.1541632413864136]","[0.03626798796843528, 0.2527141830347279, 0.09693430448595433]","[0.03626798796843528, 0.2527141830347279, 0.0225]","[0.2527141830347279, -0.03626798796843528, 0.0225]","[0.2527141830347279, -0.03626798796843528, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,8.879120826721191,-9.89011001586914,11.20879077911377,78.28571319580078,6.8131866455078125,0.03626798796843528,0.2527141830347279,0.09693430448595433,0.03626798796843528,0.2527141830347279,0.0225
19,260,35,35,static_hold_most_closed,7.9122161865234375,1.2366034984588623,26,"[-3.8681318759918213, -101.84615325927734, 96.83516693115234, 76.43955993652344, -8.835165023803711, 1.2366034984588623]","[-0.007690732413280486, 0.14923301644122594, 0.008785476505709697]","[-0.007690732413280486, 0.14923301644122594, 0.0225]","[0.14923301644122594, 0.007690732413280486, 0.0225]","[0.14923301644122594, 0.007690732413280486, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-3.8681318759918213,-101.84615325927734,96.83516693115234,76.43955993652344,-8.835165023803711,-0.007690732413280486,0.14923301644122594,0.008785476505709697,-0.007690732413280486,0.14923301644122594,0.0225
20,314,169,169,static_hold_most_closed,2.6374053955078125,0.9068425297737122,14,"[38.06593322753906, 10.417582511901855, -2.5934066772460938, 75.12088012695312, 51.29670333862305, 0.9068425297737122]","[0.16156874027664814, 0.23154236176131002, 0.06980827888743281]","[0.16156874027664814, 0.23154236176131002, 0.0225]","[0.23154236176131002, -0.16156874027664814, 0.0225]","[0.23154236176131002, -0.16156874027664814, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,38.06593322753906,10.417582511901855,-2.5934066772460938,75.12088012695312,51.29670333862305,0.16156874027664814,0.23154236176131002,0.06980827888743281,0.16156874027664814,0.23154236176131002,0.0225
21,337,172,172,static_hold_most_closed,0.0,8.903545379638672,15,"[-45.53845977783203, 24.043956756591797, -18.329669952392578, 79.6043930053711, -48.483516693115234, 8.903545379638672]","[-0.1938753468254162, 0.22411183254786587, 0.058924394156469065]","[-0.1938753468254162, 0.22411183254786587, 0.0225]","[0.22411183254786587, 0.1938753468254162, 0.0225]","[0.22411183254786587, 0.1938753468254162, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-45.53845977783203,24.043956756591797,-18.329669952392578,79.6043930053711,-48.483516693115234,-0.1938753468254162,0.22411183254786587,0.058924394156469065,-0.1938753468254162,0.22411183254786587,0.0225
22,316,135,135,static_hold_most_closed,5.274724960327148,1.483924150466919,11,"[-9.142857551574707, -11.560439109802246, 1.7142857313156128, 84.35164642333984, -7.692307472229004, 1.483924150466919]","[-0.03427165391554796, 0.2571984589747628, 0.12722673048728092]","[-0.03427165391554796, 0.2571984589747628, 0.0225]","[0.2571984589747628, 0.03427165391554796, 0.0225]","[0.2571984589747628, 0.03427165391554796, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-9.142857551574707,-11.560439109802246,1.7142857313156128,84.35164642333984,-7.692307472229004,-0.03427165391554796,0.2571984589747628,0.12722673048728092,-0.03427165391554796,0.2571984589747628,0.0225
23,266,114,114,static_hold_most_closed,0.0,34.78977584838867,13,"[4.5714287757873535, 3.1208791732788086, -12.351648330688477, 85.4065933227539, 4.791208744049072, 34.78977584838867]","[0.022406938298248302, 0.28406347358179096, 0.11901094427844966]","[0.022406938298248302, 0.28406347358179096, 0.0225]","[0.28406347358179096, -0.022406938298248302, 0.0225]","[0.28406347358179096, -0.022406938298248302, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,4.5714287757873535,3.1208791732788086,-12.351648330688477,85.4065933227539,4.791208744049072,0.022406938298248302,0.28406347358179096,0.11901094427844966,0.022406938298248302,0.28406347358179096,0.0225
24,259,36,36,static_hold_most_closed,7.9122161865234375,1.6488046646118164,26,"[3.164835214614868, -101.4065933227539, 96.74725341796875, 76.43955993652344, 7.868131637573242, 1.6488046646118164]","[0.008129969712570132, 0.14849560584226337, 0.008447841763790834]","[0.008129969712570132, 0.14849560584226337, 0.0225]","[0.14849560584226337, -0.008129969712570132, 0.0225]","[0.14849560584226337, -0.008129969712570132, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,3.164835214614868,-101.4065933227539,96.74725341796875,76.43955993652344,7.868131637573242,0.008129969712570132,0.14849560584226337,0.008447841763790834,0.008129969712570132,0.14849560584226337,0.0225
25,221,75,75,static_hold_most_closed,7.912087999284267,8.49134349822998,11,"[4.659340858459473, -19.03296661376953, 16.571428298950195, 81.27472686767578, 0.21978022158145905, 8.49134349822998]","[0.01792368686611092, 0.23706218427167852, 0.10628215248811115]","[0.01792368686611092, 0.23706218427167852, 0.0225]","[0.23706218427167852, -0.01792368686611092, 0.0225]","[0.23706218427167852, -0.01792368686611092, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,4.659340858459473,-19.03296661376953,16.571428298950195,81.27472686767578,0.21978022158145905,0.01792368686611092,0.23706218427167852,0.10628215248811115,0.01792368686611092,0.23706218427167852,0.0225
26,303,106,106,static_hold_most_closed,0.0,1.6488046646118164,22,"[-2.8131868839263916, -103.6043930053711, 96.83516693115234, 76.87911987304688, -18.681318283081055, 1.6488046646118164]","[-0.007068504757266876, 0.1517707065910315, 0.010931599358662128]","[-0.007068504757266876, 0.1517707065910315, 0.0225]","[0.1517707065910315, 0.007068504757266876, 0.0225]","[0.1517707065910315, 0.007068504757266876, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-2.8131868839263916,-103.6043930053711,96.83516693115234,76.87911987304688,-18.681318283081055,-0.007068504757266876,0.1517707065910315,0.010931599358662128,-0.007068504757266876,0.1517707065910315,0.0225
27,264,77,77,static_hold_most_closed,0.0,1.2366034984588623,16,"[2.373626470565796, -33.978023529052734, 20.703296661376953, 86.989013671875, 2.241758346557617, 1.2366034984588623]","[0.00911222425444166, 0.2141596704359911, 0.12894915433654291]","[0.00911222425444166, 0.2141596704359911, 0.0225]","[0.2141596704359911, -0.00911222425444166, 0.0225]","[0.2141596704359911, -0.00911222425444166, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,2.373626470565796,-33.978023529052734,20.703296661376953,86.989013671875,2.241758346557617,0.00911222425444166,0.2141596704359911,0.12894915433654291,0.00911222425444166,0.2141596704359911,0.0225
28,291,40,40,static_hold_most_closed,7.9122161865234375,6.430337905883789,31,"[0.5274725556373596, -101.4945068359375, 96.74725341796875, 76.43955993652344, -5.934065818786621, 6.430337905883789]","[0.001179404873599558, 0.14895088562839998, 0.008569064640667659]","[0.001179404873599558, 0.14895088562839998, 0.0225]","[0.14895088562839998, -0.001179404873599558, 0.0225]","[0.14895088562839998, -0.001179404873599558, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,0.5274725556373596,-101.4945068359375,96.74725341796875,76.43955993652344,-5.934065818786621,0.001179404873599558,0.14895088562839998,0.008569064640667659,0.001179404873599558,0.14895088562839998,0.0225
29,247,27,27,static_hold_most_closed,7.9120878875255585,1.2366034984588623,19,"[-0.17582418024539948, -102.02198028564453, 96.74725341796875, 76.52747344970703, -5.758241653442383, 1.2366034984588623]","[-0.00014410893210408283, 0.14972264699095267, 0.009205506865178709]","[-0.00014410893210408283, 0.14972264699095267, 0.0225]","[0.14972264699095267, 0.00014410893210408283, 0.0225]","[0.14972264699095267, 0.00014410893210408283, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-0.17582418024539948,-102.02198028564453,96.74725341796875,76.52747344970703,-5.758241653442383,-0.00014410893210408283,0.14972264699095267,0.009205506865178709,-0.00014410893210408283,0.14972264699095267,0.0225
30,262,83,83,static_hold_most_closed,2.637348175048828,31.574607849121094,24,"[8.263736724853516, -14.461538314819336, 18.065933227539062, 75.12088012695312, 18.065933227539062, 31.574607849121094]","[0.03455759456059193, 0.24693409773615613, 0.09272662359290183]","[0.03455759456059193, 0.24693409773615613, 0.0225]","[0.24693409773615613, -0.03455759456059193, 0.0225]","[0.24693409773615613, -0.03455759456059193, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,8.263736724853516,-14.461538314819336,18.065933227539062,75.12088012695312,18.065933227539062,0.03455759456059193,0.24693409773615613,0.09272662359290183,0.03455759456059193,0.24693409773615613,0.0225
31,293,90,90,static_hold_most_closed,0.0,1.2366034984588623,10,"[4.5714287757873535, -23.340660095214844, 27.384614944458008, 76.70330047607422, 11.736263275146484, 1.2366034984588623]","[0.018177821292124675, 0.2254733796527913, 0.08866251027625587]","[0.018177821292124675, 0.2254733796527913, 0.0225]","[0.2254733796527913, -0.018177821292124675, 0.0225]","[0.2254733796527913, -0.018177821292124675, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,4.5714287757873535,-23.340660095214844,27.384614944458008,76.70330047607422,11.736263275146484,0.018177821292124675,0.2254733796527913,0.08866251027625587,0.018177821292124675,0.2254733796527913,0.0225
32,244,81,81,static_hold_most_closed,0.0,5.523495674133301,12,"[-1.6703296899795532, -15.95604419708252, 18.153846740722656, 77.05494689941406, 1.890109896659851, 5.523495674133301]","[-0.003950153348469155, 0.2446176879660858, 0.09544120572809409]","[-0.003950153348469155, 0.2446176879660858, 0.0225]","[0.2446176879660858, 0.003950153348469155, 0.0225]","[0.2446176879660858, 0.003950153348469155, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-1.6703296899795532,-15.95604419708252,18.153846740722656,77.05494689941406,1.890109896659851,-0.003950153348469155,0.2446176879660858,0.09544120572809409,-0.003950153348469155,0.2446176879660858,0.0225
33,277,123,123,static_hold_most_closed,0.0,33.8829345703125,22,"[1.6703296899795532, -19.120878219604492, 19.47252655029297, 83.82417297363281, 1.890109896659851, 33.8829345703125]","[0.007286011372644591, 0.22423393224005375, 0.09612863885929489]","[0.007286011372644591, 0.22423393224005375, 0.0225]","[0.22423393224005375, -0.007286011372644591, 0.0225]","[0.22423393224005375, -0.007286011372644591, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,1.6703296899795532,-19.120878219604492,19.47252655029297,83.82417297363281,1.890109896659851,0.007286011372644591,0.22423393224005375,0.09612863885929489,0.007286011372644591,0.22423393224005375,0.0225
34,362,132,132,static_hold_most_closed,5.274810791015625,1.2366034984588623,133,"[-2.98901104927063, -101.84615325927734, 96.83516693115234, 76.79120635986328, -6.8131866455078125, 1.2366034984588623]","[-0.005679858231736077, 0.14841894212200357, 0.008369422189633033]","[-0.005679858231736077, 0.14841894212200357, 0.0225]","[0.14841894212200357, 0.005679858231736077, 0.0225]","[0.14841894212200357, 0.005679858231736077, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-2.98901104927063,-101.84615325927734,96.83516693115234,76.79120635986328,-6.8131866455078125,-0.005679858231736077,0.14841894212200357,0.008369422189633033,-0.005679858231736077,0.14841894212200357,0.0225
35,274,59,59,static_hold_most_closed,0.0,1.2366034984588623,10,"[-1.7582417726516724, -34.85714340209961, 35.736263275146484, 83.73626708984375, 9.09890079498291, 1.2366034984588623]","[-0.0021138763618220565, 0.1924370023600836, 0.0877283132075074]","[-0.0021138763618220565, 0.1924370023600836, 0.0225]","[0.1924370023600836, 0.0021138763618220565, 0.0225]","[0.1924370023600836, 0.0021138763618220565, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-1.7582417726516724,-34.85714340209961,35.736263275146484,83.73626708984375,9.09890079498291,-0.0021138763618220565,0.1924370023600836,0.0877283132075074,-0.0021138763618220565,0.1924370023600836,0.0225
36,244,102,102,static_hold_most_closed,0.0,34.70733642578125,18,"[-0.4395604431629181, -19.736263275146484, 20.08791160583496, 81.45054626464844, 8.747252464294434, 34.70733642578125]","[0.0014018706763849207, 0.2296515570764515, 0.09747076651012854]","[0.0014018706763849207, 0.2296515570764515, 0.0225]","[0.2296515570764515, -0.0014018706763849207, 0.0225]","[0.2296515570764515, -0.0014018706763849207, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-0.4395604431629181,-19.736263275146484,20.08791160583496,81.45054626464844,8.747252464294434,0.0014018706763849207,0.2296515570764515,0.09747076651012854,0.0014018706763849207,0.2296515570764515,0.0225
37,289,94,94,static_hold_most_closed,0.0,30.832645416259766,15,"[-6.241758346557617, -13.406593322753906, 15.868131637573242, 85.93406677246094, -14.021978378295898, 30.832645416259766]","[-0.02055379823224069, 0.2241366233063661, 0.08975290671910416]","[-0.02055379823224069, 0.2241366233063661, 0.0225]","[0.2241366233063661, 0.02055379823224069, 0.0225]","[0.2241366233063661, 0.02055379823224069, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,-6.241758346557617,-13.406593322753906,15.868131637573242,85.93406677246094,-14.021978378295898,-0.02055379823224069,0.2241366233063661,0.08975290671910416,-0.02055379823224069,0.2241366233063661,0.0225
38,256,78,78,static_hold_most_closed,5.274724960327148,1.6488046646118164,9,"[0.791208803653717, -11.912087440490723, 12.615385055541992, 82.76923370361328, 6.989010810852051, 1.6488046646118164]","[0.0055127185981061495, 0.24096626114095293, 0.09601572364172554]","[0.0055127185981061495, 0.24096626114095293, 0.0225]","[0.24096626114095293, -0.0055127185981061495, 0.0225]","[0.24096626114095293, -0.0055127185981061495, 0.0225, 1.0, 0.0, 0.0, 0.0]",table_plus_half,0.0225,0.0,True,0.791208803653717,-11.912087440490723,12.615385055541992,82.76923370361328,6.989010810852051,0.0055127185981061495,0.24096626114095293,0.09601572364172554,0.0055127185981061495,0.24096626114095293,0.0225
